Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level,Sleep Quality
9711,22,Female,23.58,6.33,6.75,29,150,143,6.655986354,7,4,5,5
5290,32,Other,21.85,3.16,5.31,20,63,164,10.08128744,4,4,9,10
5926,53,Female,21.52,5.42,7.9,53,29,44,6.700259727,2,6,4,5
1691,53,Male,22.83,5.39,6.56,78,147,8,8.364656974,2,2,5,6
7781,28,Male,21.95,2.62,4.67,76,297,136,5.249612063,7,4,3,2
6308,48,Other,22.87,7.21,8.34,9,129,59,9.322921667,7,5,8,4
6002,38,Other,21.77,6.36,8.59,74,46,105,10.33170833,10,8,4,1
7553,28,Female,22.17,6.9,8.73,26,181,48,9.460259676,6,4,6,3
5873,59,Male,20.92,5.15,8.24,46,245,21,4.976059309,2,9,2,10
6593,42,Female,23.65,4.78,5.13,72,9,95,10.45406051,4,7,2,10
2409,48,Male,21.02,1.77,4.75,27,124,102,8.002228282,10,5,2,5
4981,51,Female,23.35,4.57,5.22,44,21,126,9.582662284,4,8,9,4
8697,55,Other,22.52,6.8,8.28,67,148,103,5.022197222,7,6,1,5
3364,24,Female,23.23,4.21,4.97,53,43,97,6.546096331,4,7,8,9
7010,31,Other,22.53,3.1,4.57,16,82,109,4.103179758,7,8,4,3
1325,42,Other,21.02,4.55,7.54,71,246,128,6.519347557,7,7,6,9
5042,46,Female,21.25,6.73,9.48,64,57,110,6.546432758,2,4,6,3
3076,50,Other,23.57,7.4,7.83,19,72,166,10.98287537,6,3,6,4
9362,30,Male,23.93,5.86,5.92,52,42,41,8.188508636,3,10,7,4
8244,45,Male,23.92,4.7,4.79,50,267,10,9.102193135,6,2,3,7
9105,45,Male,22.65,5.87,7.22,46,262,10,11.26188347,4,9,10,4
9106,54,Female,20.38,5.5,9.12,53,115,117,9.02495625,1,7,10,9
8382,40,Female,23.7,9.05,9.35,24,53,28,6.714442138,4,3,1,10
2773,47,Male,20.23,2.99,6.76,50,105,46,8.931425419,6,4,10,9
7360,59,Other,21.27,6.54,9.27,73,137,134,8.20206735,2,6,4,9
3560,51,Male,23.7,7.69,7.99,0,70,177,10.97530449,3,8,8,4
9947,44,Female,20.28,1.64,5.36,46,250,30,8.765438593,1,7,10,3
4715,47,Female,21.17,5.62,8.46,17,89,0,6.584797613,10,7,10,4
7533,23,Female,22.6,5.21,6.61,29,248,169,7.85022361,5,6,7,5
1404,29,Other,20.53,3.87,7.33,14,257,179,4.192881547,6,2,3,5
1421,54,Female,20.72,1.46,4.74,10,67,122,8.704003707,1,2,8,10
2473,23,Female,20.9,4.39,7.49,15,166,155,7.320999516,3,7,1,7
5524,39,Male,22.07,6.39,8.32,38,270,156,4.098728368,3,3,10,10
9220,32,Other,21.18,3.67,6.49,66,7,121,5.162613539,4,3,5,3
9022,33,Male,22.78,4.29,5.51,70,14,70,4.352526893,9,6,8,5
3313,33,Female,23.92,6.67,6.76,11,187,153,10.05406472,9,4,9,2
6649,30,Other,21.45,2.33,4.88,50,55,154,10.1277726,9,8,4,9
8235,51,Other,21.12,4.37,7.25,47,93,172,5.895391951,9,4,6,8
9558,35,Female,21.9,2.96,5.06,54,202,146,11.94011696,5,10,6,2
5658,39,Other,23.88,5.36,5.47,59,186,32,10.66089419,4,1,5,7
1126,52,Female,20.37,3.71,7.34,15,27,162,7.168007731,8,7,7,6
5180,43,Male,20.67,2.21,5.54,63,157,76,8.750245056,7,1,5,7
6014,44,Male,23.28,4.13,4.85,50,169,134,10.24170119,4,6,9,8
3156,48,Male,21.65,5.2,7.55,86,147,100,11.29567667,1,9,2,1
9488,23,Other,20.62,1.57,4.96,39,258,116,7.773195926,8,3,2,2
8036,41,Male,22,3.48,5.48,88,225,146,10.46715906,9,6,3,1
8209,36,Male,21.25,2.74,5.49,17,33,88,8.441070294,6,5,10,7
8016,56,Other,21.15,4.24,7.09,17,87,124,10.49492899,4,8,9,4
7297,21,Male,23.23,4.5,5.27,68,246,4,8.516725111,2,2,4,4
6214,58,Other,23.75,4.54,4.79,10,98,41,10.87289406,8,5,10,5
1198,19,Female,23.98,5.53,5.55,63,150,156,6.427084349,3,5,7,8
7232,48,Female,23.72,4.49,4.77,24,12,121,8.600484588,10,7,6,2
3933,37,Male,22.35,4.88,6.53,61,143,127,11.27402156,4,9,7,3
7326,31,Male,22.62,6.32,7.71,48,143,110,6.139322228,3,8,2,3
7738,59,Male,22.73,7.53,8.79,33,35,152,11.29454903,2,7,6,10
4197,42,Other,20.75,4.48,7.73,27,74,165,4.041117021,3,10,5,10
2894,47,Other,23.83,9.06,9.23,58,108,128,8.782719895,8,8,6,6
1378,20,Female,20.65,5.45,8.8,79,229,171,5.556280265,10,5,1,1
6603,54,Male,22.27,5.07,6.8,47,223,2,9.675110575,3,4,1,5
6969,31,Female,22.23,7.54,9.31,35,246,7,9.56149973,9,2,8,2
2907,30,Male,21.23,3.52,6.29,81,191,152,5.106972758,8,6,2,9
5435,38,Male,20.35,1.83,5.48,42,272,79,6.053177657,2,4,5,2
7468,22,Other,20.6,2.12,5.52,41,184,65,4.001816306,4,6,6,5
3721,46,Female,22.75,7.63,8.88,64,96,0,4.953125376,4,2,1,7
2128,53,Female,21.25,2.91,5.66,87,55,112,7.134487157,2,6,1,2
9362,56,Male,21.27,6.07,8.81,53,285,97,7.685868802,3,7,8,7
8942,57,Female,21.95,5.14,7.19,51,284,148,8.277287385,9,10,3,1
4199,37,Other,21.12,3.16,6.04,23,82,62,4.491401034,3,6,4,1
7568,59,Female,20.5,2.7,6.2,16,293,141,9.392140279,8,6,3,2
2910,36,Male,23.55,8.6,9.05,51,197,164,5.375012097,1,5,5,1
9683,57,Female,23.45,7.8,8.35,63,170,16,10.55699896,7,7,5,10
3155,32,Female,21.73,4.2,6.47,18,1,9,5.554188568,1,5,6,7
7943,58,Male,21.77,5,7.24,82,44,96,4.318491516,10,7,10,6
8118,53,Male,22.43,7.67,9.24,54,96,79,11.85006062,7,10,3,2
3460,51,Male,20.67,5.75,9.09,57,31,30,10.46614569,7,9,1,3
7413,49,Female,22.15,3.39,5.24,29,227,148,7.056987956,1,1,10,2
5078,59,Other,23.18,6.69,7.5,31,14,61,10.59198122,1,2,10,9
5734,53,Female,22.2,4.41,6.21,59,277,73,9.802296675,5,6,9,7
5704,34,Male,20.02,2.5,6.49,8,272,116,8.563275931,8,10,5,8
1924,41,Female,20.27,1.74,5.48,44,81,16,6.97665804,1,4,2,4
7250,26,Male,22.43,5.26,6.83,18,25,153,6.737060801,1,2,5,5
1786,34,Male,23.8,5.86,6.06,48,54,153,6.906042813,4,4,5,3
3349,53,Male,21,1.76,4.76,79,143,156,7.713631592,6,4,7,10
3713,43,Female,22.53,6.78,8.24,62,67,153,11.65707866,1,10,1,4
4661,41,Female,21.72,2.83,5.12,39,65,86,5.938829561,7,1,2,4
2299,20,Other,23.65,8,8.35,77,271,82,6.733128902,6,4,6,4
1523,47,Male,22.65,5.52,6.87,5,83,154,10.81124598,5,7,5,3
1142,20,Female,20.37,4.81,8.45,14,92,16,8.144617322,8,5,9,9
5517,25,Female,23.57,5.6,6.03,13,265,139,5.54296455,7,2,9,7
2936,34,Other,21.5,4.66,7.16,3,105,84,8.937553817,4,2,5,7
1641,29,Male,21.55,2.97,5.42,10,139,72,7.263116868,10,5,4,3
6127,53,Male,21.18,4.22,7.03,84,148,49,4.557755407,4,8,7,6
6413,39,Female,22.95,3.7,4.75,37,50,9,9.38204789,5,8,6,3
7200,56,Male,22.28,3.16,4.87,75,297,26,6.042826802,9,4,10,9
9216,28,Other,21.93,2.7,4.76,30,63,32,10.75194778,2,1,5,7
9787,52,Other,21.88,5.65,7.77,71,29,171,5.850861138,7,4,1,8
1193,43,Male,22.2,6.2,8,41,209,93,7.856138718,7,6,1,4
5887,51,Male,20.12,1.48,5.36,25,181,12,6.5391108,3,10,8,5
4326,29,Female,22.72,8.04,9.32,85,257,126,9.464914286,10,10,8,5
7159,40,Female,23.13,5.67,6.53,12,4,73,9.753875352,9,5,2,5
6481,24,Other,22.23,3.65,5.42,69,64,131,5.806316417,10,5,7,5
6972,44,Other,23.2,4.35,5.15,79,158,52,6.54323739,10,5,1,4
8688,29,Male,21.85,4.29,6.44,68,225,76,7.562192198,10,10,6,8
2204,50,Other,23.67,7.99,8.33,73,170,120,5.884705826,5,3,6,3
3569,29,Female,23.5,7.21,7.71,35,280,97,10.41472135,3,9,5,8
8082,52,Female,22.93,5.06,6.13,77,259,92,8.865691014,2,10,4,9
3793,18,Other,23.42,4.51,5.09,34,173,169,9.392302939,10,1,6,8
9624,26,Other,22.02,7.19,9.17,30,167,47,7.365892501,2,7,8,8
7617,33,Male,22.2,7.02,8.82,79,194,112,4.66578453,9,2,7,4
7960,29,Other,20.92,5.05,8.13,86,245,83,4.436882426,5,5,1,10
5428,36,Female,20.28,1.66,5.38,83,18,108,5.611250474,9,5,4,4
7468,27,Female,20.2,0.96,4.76,9,9,101,6.815078675,3,5,8,10
7747,56,Female,20.48,1.18,4.7,16,68,57,5.075467419,4,8,6,9
4555,50,Male,21.92,6.88,8.97,35,107,9,8.077251606,9,1,7,1
9283,33,Female,22.85,5.61,6.76,24,155,4,5.142514436,2,6,9,6
2407,50,Male,20.03,4.64,8.6,39,152,126,6.862038106,7,4,4,3
5052,40,Female,22.87,6.22,7.35,72,274,134,8.561453054,10,10,4,7
5378,19,Other,21.58,5.83,8.24,38,245,80,11.06092366,8,4,6,5
8837,29,Male,20.05,3.27,7.22,17,56,11,5.066614531,8,3,7,5
5736,32,Male,22.45,5.37,6.92,85,282,108,10.47982995,1,5,1,3
7784,27,Other,22.97,4.39,5.43,85,145,111,11.73574812,2,7,1,7
2502,51,Other,23.28,4.44,5.16,72,199,178,11.66510496,5,4,7,9
3241,31,Female,22.37,3.46,5.1,54,67,87,5.111751935,7,9,10,6
6739,59,Female,23.18,6.25,7.07,73,107,121,10.29065324,7,9,3,2
3042,56,Other,21.08,4.04,6.96,50,43,14,4.242830444,2,5,2,10
3261,39,Female,22.03,2.88,4.84,6,268,119,11.02153743,10,7,8,1
6171,23,Other,20.52,4.54,8.02,20,23,3,10.97268706,3,3,4,3
1687,52,Other,23.72,6.38,6.66,45,140,154,9.155880492,4,8,1,4
2872,58,Female,20.2,2.75,6.55,42,21,110,5.096422423,3,3,10,4
2036,58,Male,20.73,4.28,7.55,73,56,39,7.449683879,3,3,8,8
9714,24,Male,23.15,6.81,7.66,66,199,30,5.862868455,7,2,6,2
7559,37,Male,21.82,4.55,6.73,38,144,44,10.94161678,7,6,6,7
5095,39,Male,22.98,3.68,4.69,36,48,51,6.124460784,2,5,7,8
6285,54,Female,22.5,4.48,5.98,47,299,81,5.762619148,6,6,3,10
2932,58,Other,20.9,3.58,6.68,44,147,23,9.144834821,10,10,7,7
1564,55,Male,22.45,6,7.55,47,146,136,11.45878513,6,10,3,10
8170,46,Other,20.62,4.6,7.98,20,38,101,11.80481535,4,2,1,1
4483,56,Male,20.7,3.4,6.7,62,50,129,10.61112249,10,5,9,3
2211,55,Male,22.15,4.03,5.88,84,48,69,11.31101032,3,10,5,4
6820,38,Male,21.62,3.65,6.03,71,260,14,9.244079775,1,5,3,10
5958,30,Other,22.33,7.18,8.85,89,185,61,7.370407053,9,8,8,6
9677,38,Other,21.33,5.63,8.3,7,57,45,7.504352607,9,9,10,4
5597,33,Male,21.6,2.39,4.79,40,231,92,4.139985712,6,5,1,7
4320,44,Male,21.47,5.64,8.18,86,220,132,11.14490993,10,4,9,8
2081,19,Male,20.87,4.47,7.6,73,152,124,10.50280777,10,6,5,7
4670,19,Female,20.32,5.07,8.75,64,208,128,4.264095487,9,3,7,4
6335,39,Male,21.2,2.76,5.56,34,23,27,5.778262133,8,1,3,10
2294,51,Other,20.23,3.2,6.97,42,74,102,11.24910029,2,7,7,4
4787,24,Male,21.53,2.55,5.02,70,131,19,7.623066883,4,1,8,2
6231,47,Female,23.93,7.31,7.37,82,64,68,5.131068434,6,8,4,10
6795,21,Male,21.82,2.94,5.12,21,65,20,5.746424894,7,7,6,2
2620,34,Other,22.13,4.76,6.62,1,243,175,9.39434859,1,3,10,1
7073,37,Female,22.67,7.07,8.4,81,143,131,9.04508236,7,7,3,5
9697,59,Female,22.27,7.53,9.26,8,99,145,6.143978135,9,2,9,10
7533,59,Male,22.47,4.46,6,56,171,74,9.218248903,3,2,10,2
3149,59,Female,21.32,5.92,8.6,56,195,118,9.302878301,4,5,8,9
8265,22,Female,20.5,2.72,6.22,31,288,125,8.173867351,2,3,10,10
7041,19,Female,22.75,5.82,7.07,12,230,43,5.101872791,7,9,2,3
1808,48,Other,21.52,4.5,6.98,57,105,43,8.889132186,8,9,2,5
2790,23,Female,22.03,7.51,9.48,56,125,151,7.456538281,10,1,10,10
3032,53,Female,22.63,7.68,9.05,84,99,103,4.230409444,6,5,2,2
3428,47,Female,20.77,6.07,9.3,24,274,4,6.747022317,8,3,7,4
9159,43,Other,21.3,4.39,7.09,28,166,168,5.164138403,5,3,1,10
5886,24,Female,23.18,5.44,6.26,68,176,25,8.781059519,1,7,1,10
9989,43,Male,22.53,5.43,6.9,37,133,45,11.23562249,10,8,2,1
7985,34,Other,21.47,3.22,5.75,5,25,166,11.47914437,6,3,7,6
1600,30,Male,20.15,4.54,8.39,78,51,129,10.82502538,2,3,10,9
5898,55,Other,22.68,8.11,9.42,47,191,146,4.875858929,7,9,4,6
7794,47,Male,20.43,0.96,4.52,11,296,129,4.197359636,8,3,6,2
1028,52,Female,22.98,4.52,5.53,42,207,73,4.829093812,3,2,8,9
2906,57,Female,20.03,3.78,7.75,47,293,86,5.072199155,1,5,10,9
4071,53,Male,20.97,1.9,4.94,2,75,45,10.44095367,5,9,5,4
6188,52,Other,20.02,3.2,7.19,38,93,173,4.135753035,7,9,2,1
3786,19,Other,20.33,2.54,6.21,44,19,60,4.577705483,2,9,2,4
3975,43,Female,20.93,5.53,8.6,50,260,12,5.704282559,9,9,3,1
7475,47,Male,21.35,3.18,5.83,46,68,103,10.02780484,8,8,2,9
9699,33,Female,23.18,5.17,5.98,38,88,173,11.34035916,8,9,8,10
8135,32,Male,22.07,3.75,5.68,73,279,48,7.080848984,4,10,5,9
8478,33,Other,23.42,7.42,8,13,78,176,4.63143884,5,1,7,7
3233,31,Male,23.48,8.22,8.74,55,76,150,6.708889833,1,7,8,7
2096,50,Male,21.27,6.36,9.09,33,83,152,4.854567944,10,8,5,6
1858,33,Female,20.48,2.52,6.04,15,226,15,8.413698976,3,1,5,7
9106,53,Male,23.67,6.65,6.99,24,65,136,9.674369017,6,3,4,4
8734,18,Male,21.73,5.94,8.21,13,181,45,10.56735371,8,10,1,10
4513,41,Male,22.88,7.06,8.17,81,36,25,7.948349277,3,8,4,4
6993,39,Other,21.87,2.92,5.05,86,14,158,9.335725628,5,2,10,1
4201,37,Other,23.05,7.05,8,22,58,89,8.262777058,8,2,8,6
4345,31,Female,21.57,7.03,9.47,52,77,155,9.439773681,9,5,10,3
6330,39,Male,23.85,5.86,6.01,22,140,68,6.037310127,8,9,9,2
8111,34,Other,22.55,7.48,8.93,11,99,11,5.581522425,2,7,1,3
3269,45,Female,23.48,8,8.51,87,261,26,5.165029174,5,8,8,6
2313,57,Other,22.17,5.86,7.69,64,273,43,4.749063147,8,7,7,8
8637,59,Other,23.47,8.6,9.13,77,219,23,9.454283982,6,5,8,2
7404,50,Male,21.48,4.58,7.1,56,292,6,9.657826627,7,7,5,10
5581,21,Female,21.72,4.17,6.45,27,196,66,8.009301852,10,10,4,7
7523,28,Other,22.1,5.93,7.83,33,57,8,10.05541476,2,9,10,7
4110,32,Other,23.15,5.65,6.5,18,254,27,9.307922761,1,10,3,3
6141,20,Male,20.28,5,8.71,75,261,106,6.727582413,2,9,2,2
1224,27,Female,23.9,8.28,8.38,59,110,5,5.559542152,8,3,1,6
7643,50,Female,23.52,8.36,8.84,56,297,97,6.423561343,7,3,2,8
8630,37,Female,20.03,2.28,6.25,45,151,45,4.141710805,8,7,3,7
2325,55,Female,20.43,1,4.57,78,235,126,6.894146495,4,6,9,2
8280,46,Male,20.95,4.69,7.74,5,247,114,8.076070986,1,4,9,10
1968,58,Other,22.18,7.04,8.86,48,216,10,7.090945097,4,7,5,1
1823,57,Male,23.88,6.69,6.8,34,179,158,9.083423366,7,4,4,8
4718,39,Male,22.92,6.4,7.48,11,6,127,5.190469716,7,10,10,7
9648,58,Female,20.2,4.07,7.87,88,151,171,5.921960148,2,8,1,4
2736,40,Female,22.4,3.1,4.7,30,228,121,11.11869115,5,9,3,5
5070,24,Female,23.03,8.49,9.46,36,118,85,4.705137947,1,4,1,7
1809,29,Female,21.43,3.58,6.15,63,122,113,10.98688894,1,3,8,7
3908,58,Female,22.72,4.24,5.53,16,78,72,6.488056029,9,7,2,7
5613,52,Female,21.92,4.6,6.68,81,143,135,10.27524532,10,4,6,5
9795,23,Other,23.07,5.46,6.39,58,220,45,9.709216596,8,4,3,10
5134,54,Female,21.17,4.78,7.61,30,122,53,8.831363549,2,7,10,1
4061,40,Female,23.1,3.91,4.81,37,211,161,11.85517712,1,10,3,3
5607,35,Male,23.43,4.29,4.85,62,159,137,7.592667141,6,9,2,1
5647,36,Other,21.87,5.48,7.61,46,261,15,7.930643455,2,4,7,3
1877,18,Male,23.33,4.49,5.15,54,24,134,5.774235935,1,7,1,8
7154,26,Other,22.05,6.41,8.36,12,22,82,9.465404506,7,8,1,9
8869,30,Other,21.63,7.04,9.4,67,28,15,9.409258668,5,1,5,2
4602,24,Female,23.2,7.99,8.79,74,60,25,4.603297408,7,3,6,9
4740,56,Female,22.05,3.49,5.44,56,164,60,6.148791463,7,9,9,1
6246,18,Other,21.28,5.5,8.22,64,51,30,6.93029109,7,4,5,1
7800,39,Male,20.02,3.4,7.38,3,163,5,9.576104111,6,5,7,5
1665,56,Male,21.92,6.82,8.91,45,143,15,4.480065541,8,8,3,5
8233,32,Female,23.15,7,7.85,12,288,132,5.528497115,9,8,3,1
5798,31,Male,22.27,5,6.73,56,202,120,7.797769017,10,6,4,5
3934,40,Other,21.93,3.67,5.74,64,21,104,5.597357904,10,8,3,6
9444,23,Female,22.68,7.02,8.34,57,203,165,9.543027422,10,2,7,4
6411,48,Male,20.28,5.52,9.24,23,200,127,8.87751249,9,10,2,8
1270,20,Other,22.08,7.06,8.97,9,56,49,7.447530692,2,2,4,4
9791,19,Female,22.42,3.67,5.25,4,64,33,6.872006145,3,2,5,10
8740,40,Male,23.05,5.21,6.16,19,81,128,5.042543905,1,8,4,6
9215,48,Other,20.25,3.92,7.67,53,25,79,6.088227132,1,1,3,8
2834,46,Male,20.95,3.45,6.5,27,284,170,5.662323718,10,10,10,10
2439,43,Other,20.92,4.47,7.55,1,157,119,9.963181913,4,9,6,10
1109,18,Male,23.87,5.59,5.72,44,104,149,5.74618559,10,7,9,8
7382,24,Male,23,7.93,8.93,82,164,124,8.768511449,10,6,8,7
1238,37,Female,22.93,5.52,6.58,3,36,131,9.670394119,2,8,2,8
3592,36,Male,23.57,8.38,8.81,64,41,84,7.471104388,3,9,5,10
3367,58,Other,22.92,3.42,4.51,5,161,8,6.294773165,1,1,3,9
5677,54,Other,21.67,4.89,7.22,13,163,163,8.885854237,8,10,4,10
8764,45,Female,23.35,6.87,7.52,41,100,28,6.501706361,10,10,7,3
4878,38,Male,22.05,3.92,5.87,9,104,33,10.44074701,1,2,7,4
9974,45,Other,22.78,4.22,5.44,12,138,27,5.755115114,3,1,9,1
7458,22,Female,21.5,2.06,4.56,47,129,36,4.437713399,4,6,10,4
8382,29,Female,21.7,6.05,8.35,69,241,129,4.479401243,10,1,5,6
4377,30,Other,20.72,5.81,9.09,18,165,122,9.363573322,4,4,5,5
3889,51,Female,21.13,3.29,6.15,67,195,89,7.455348249,7,1,3,10
2861,46,Other,23.48,8.94,9.46,25,55,21,10.98264187,10,10,9,7
7668,42,Female,21.25,2.51,5.26,40,286,84,6.690464755,2,8,9,3
4167,57,Female,23.6,7.94,8.34,73,131,98,10.83564067,6,1,3,9
8848,20,Male,21.32,3.73,6.42,48,30,57,4.923223675,10,2,9,2
9210,25,Other,22.03,6.36,8.33,80,227,144,10.40931254,9,5,5,6
3338,28,Other,23.65,4.64,4.99,51,138,124,7.224310063,9,10,6,5
7694,45,Female,22.38,7.62,9.24,27,244,65,7.983588741,6,10,9,10
9333,37,Other,23.53,7.85,8.32,80,223,42,7.574177271,3,4,5,2
3110,50,Female,22.18,5.89,7.71,77,93,44,9.283757771,7,4,10,7
1941,28,Male,22.4,4.67,6.27,56,65,149,8.292860074,8,9,9,8
4414,22,Other,20.4,4.92,8.52,47,115,60,5.925700685,6,3,6,6
9529,20,Female,20.63,4.24,7.61,26,112,132,10.13414685,9,8,3,9
3916,29,Female,23.6,5.35,5.75,40,166,153,5.532170576,7,5,9,10
6938,34,Female,23,5.05,6.05,8,140,167,7.214507669,4,1,8,3
4688,27,Female,20.73,3.46,6.73,62,24,11,8.726526999,9,2,9,2
5784,31,Male,20.4,3.14,6.74,4,104,146,7.870375173,6,2,1,5
1256,43,Female,20.25,0.83,4.58,54,71,161,5.938346634,10,3,7,8
1909,59,Male,20.05,3.42,7.37,89,102,159,7.254581179,2,3,8,1
1010,39,Other,21.67,7.14,9.47,51,127,27,7.61851228,10,5,2,9
5838,23,Male,21.72,7.2,9.48,19,30,134,4.225530724,10,10,7,6
2181,54,Other,22.82,6.76,7.94,51,100,55,6.488293338,9,7,10,5
1446,57,Female,23.83,6.38,6.55,15,277,56,6.596053193,2,7,2,1
7981,47,Other,22.52,3.04,4.53,8,286,70,9.890031584,10,3,3,9
1179,51,Male,22.23,6.5,8.27,84,287,179,9.245035297,5,6,2,6
7802,32,Female,23.13,6.54,7.4,37,25,91,7.996531707,3,9,5,2
4770,23,Female,23.95,5.66,5.71,18,148,121,4.774549848,10,8,2,3
6392,21,Male,20.97,5.32,8.36,24,110,1,7.039394328,1,6,10,10
3586,42,Female,21,2.38,5.38,2,195,40,5.796475754,8,6,2,7
6769,55,Female,20.67,2.63,5.97,70,210,30,7.362666475,7,8,2,5
8727,57,Female,21.67,5.22,7.56,56,272,70,11.29803649,9,10,6,5
8939,35,Other,23.53,6.25,6.71,72,186,30,6.942805557,9,3,6,10
9633,42,Other,21.38,5.78,8.4,23,154,164,4.376489583,7,10,1,7
8928,18,Other,21.75,6.77,9.02,58,61,80,4.404059767,10,5,9,10
3506,23,Male,21.08,1.59,4.5,30,292,174,4.388501786,4,10,5,8
3335,51,Other,21.78,2.64,4.86,29,59,140,10.06707817,1,6,9,1
2832,47,Male,20.78,2.7,5.92,64,267,68,11.69491899,6,9,1,8
1256,49,Female,21.03,2.33,5.29,1,144,109,6.197640262,1,1,4,2
7200,21,Male,21.6,6.93,9.33,79,138,147,4.531242828,6,2,1,1
1712,39,Male,21.4,3.91,6.51,26,213,73,9.292728528,9,3,5,3
8939,44,Other,20.5,1.71,5.21,35,118,126,7.398628265,3,9,6,4
2578,44,Male,21.8,2.37,4.57,25,227,146,11.87943287,10,6,7,5
1667,18,Other,20.02,2.92,6.9,84,136,143,9.552578668,10,8,10,6
2848,34,Other,23.03,5.35,6.31,6,53,103,10.22355622,7,2,2,3
8370,48,Male,21.25,1.87,4.62,30,175,125,8.714285823,5,3,1,7
8641,23,Other,20.13,0.96,4.83,53,253,58,9.356890052,10,8,7,7
9848,56,Female,23.9,6.18,6.28,20,20,51,8.347246818,4,3,1,1
1671,27,Other,20.05,2.5,6.45,50,180,3,8.217187053,3,10,10,5
2046,35,Male,22.87,5.52,6.66,2,66,36,10.8864869,9,1,4,1
5483,31,Female,22.53,4.73,6.2,86,232,150,5.345688739,5,5,10,3
6241,52,Female,23.17,8.02,8.86,59,243,60,6.563895181,1,6,1,7
5239,50,Male,21.8,6.47,8.67,38,160,28,6.689282062,9,1,4,3
9663,27,Male,22.2,4.93,6.73,51,86,108,7.229173556,1,2,1,2
8287,20,Male,23.1,4.15,5.05,60,150,29,6.173660151,8,5,7,6
7107,25,Other,23.05,7.71,8.66,68,293,121,11.57102923,4,7,6,1
9480,25,Male,20.9,6.21,9.31,86,81,61,6.701753156,10,1,10,10
3690,43,Male,21.83,7.13,9.3,77,225,151,10.76772205,2,7,5,2
8768,39,Other,20.52,3.48,6.96,38,71,41,10.64613911,9,9,1,5
5370,37,Female,20.68,5.99,9.31,88,195,93,8.829954309,7,3,2,1
5535,53,Male,22.6,5.35,6.75,26,172,3,8.228673611,10,8,3,1
4872,48,Other,20.18,2.39,6.21,31,56,165,9.865224185,2,3,4,8
1544,27,Female,23.43,8.6,9.16,18,148,21,4.010275404,9,1,9,4
9399,35,Male,22.53,3.4,4.87,40,4,79,11.1580959,2,1,3,6
1386,42,Female,20.9,4.74,7.84,49,94,32,11.31553384,9,7,6,2
3484,42,Female,21.97,2.66,4.7,63,268,71,9.411115024,9,3,3,1
4285,26,Male,21.82,2.88,5.06,44,16,55,6.60464906,3,5,3,4
6873,40,Other,21.15,3.9,6.75,54,127,60,10.04772679,1,7,6,9
7704,26,Female,23.92,4.52,4.6,42,135,58,10.46350424,4,5,9,6
5102,40,Other,20.07,3.07,7,5,88,146,9.142416401,2,10,5,9
7476,30,Male,22.75,8.12,9.37,35,153,9,9.994522841,5,1,7,2
3787,52,Other,23.03,4,4.97,81,295,156,4.578858062,9,3,3,7
8978,32,Male,20.7,3.27,6.57,79,163,83,9.690126598,5,5,7,10
4523,56,Other,22.88,7.19,8.31,8,52,76,6.934016611,6,10,5,3
2050,23,Female,21.73,5.43,7.7,49,123,18,5.419275761,6,2,8,3
3634,34,Other,22.7,7.23,8.53,67,136,89,6.732557064,6,5,5,6
5635,25,Female,23.78,7.65,7.87,89,222,119,11.91789278,2,9,2,8
5979,19,Female,20.58,1.87,5.29,35,232,37,5.97764859,6,9,2,9
2361,33,Other,23.12,6.5,7.39,70,16,177,6.260326909,7,3,9,9
9494,40,Female,21.47,6.26,8.79,34,201,100,10.42643659,3,10,2,5
9007,53,Male,23.98,5.92,5.93,45,150,45,11.39374748,5,1,3,7
5355,59,Other,22.85,4.37,5.52,69,253,143,10.40531153,5,9,10,6
2198,29,Male,20.5,4.6,8.1,43,154,98,5.913785709,7,1,3,2
5320,42,Other,20.97,2.73,5.77,38,234,106,9.048273406,2,1,2,1
1565,52,Female,23.57,4.99,5.42,67,24,175,5.603752382,2,4,6,9
8156,18,Other,20.35,4.31,7.96,77,104,61,5.892543402,3,2,8,1
1716,33,Female,22.73,3.3,4.57,6,270,59,6.366022677,5,2,10,10
1889,48,Female,20.92,4.55,7.64,31,201,113,6.766628562,9,7,2,6
7207,24,Male,23.03,6.59,7.55,51,3,133,4.432381019,10,1,8,2
5578,48,Male,21.57,3.12,5.55,61,240,154,10.41314072,4,6,3,2
4430,55,Male,23.23,5.81,6.58,50,54,76,7.829158964,1,3,8,3
7747,33,Other,23.62,7.78,8.16,6,0,48,5.958398984,10,7,4,1
7539,48,Female,23.9,9.1,9.2,66,128,113,10.9079316,8,1,4,4
7852,40,Male,23.92,4.6,4.69,54,18,126,6.811031734,6,8,7,1
5008,34,Male,23.72,9.06,9.34,54,156,1,11.60168965,7,10,8,10
9834,55,Other,23.02,7.92,8.9,42,249,23,5.031831263,4,5,7,7
4612,43,Other,21.6,7.01,9.41,52,157,2,11.24679512,7,1,9,3
1296,59,Male,22.88,4.39,5.5,26,7,31,7.509373574,10,3,6,3
2118,58,Female,21.33,3.2,5.87,49,193,130,5.676153795,4,7,9,2
5760,47,Female,21.17,2.15,4.98,22,275,1,9.548078696,2,9,4,10
4724,53,Other,23.88,6.39,6.51,65,30,137,9.783547395,10,10,7,8
